ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Maceration
3089,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,1
3090,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,1
3091,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,0
3092,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,1
3093,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,0
3094,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,0
3095,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,0
3096,6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,0
3097,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,1
3098,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,0
3099,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1
3100,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,1
3101,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,1
3102,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,1
3103,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,0
3104,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,1
3105,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,1
3106,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,1
3107,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,1
3108,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,0
3109,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,0
3110,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,0
3111,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,1
3112,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,0
3113,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,0
3114,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6,0
3115,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,1
3116,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,1
3117,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,1
3118,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4,0
3119,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,0
3120,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6,0
3121,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8,0
3122,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,0
3123,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,1
3124,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,1
3125,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,0
3126,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,1
3127,6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,0
3128,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,1
3129,6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7,1
3130,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7,1
3131,6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,1
3132,6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8,0
3133,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,1
3134,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5,0
3135,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6,0
3136,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7,1
3137,6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7,1
3138,6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4,1
3139,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,1
3140,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,0
3141,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4,0
3142,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,0
3143,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
3144,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
3145,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,0
3146,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
3147,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,1
3148,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,0
3149,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,1
3150,6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6,0
3151,6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,0
3152,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,0
3153,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,0
3154,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,0
3155,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,1
3156,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,0
3157,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,1
3158,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,0
3159,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,1
3160,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,0
3161,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,1
3162,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,0
3163,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,1
3164,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,1
3165,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7,1
3166,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,0
3167,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,0
3168,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,1
3169,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6,0
3170,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5,0
3171,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,0
3172,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,0
3173,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,0
3174,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,0
3175,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,1
3176,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5,1
3177,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,0
3178,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,1
3179,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,0
3180,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,0
3181,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,0
3182,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,6,0
3183,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5,0
3184,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6,0
3185,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,0
3186,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,0
3187,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6,1
3188,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,1
3189,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5,16
3190,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5,10
3191,7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,9
3192,7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,6,20
3193,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,20
3194,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,9
3195,7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,14
3196,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,12
3197,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,19
3198,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,18
3199,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,19
3200,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,12
3201,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,15
3202,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,9
3203,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,14
3204,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,17
3205,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,7
3206,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,16
3207,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,19
3208,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,9
3209,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,15
3210,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,14
3211,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,18
3212,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,9
3213,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,13
3214,7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,10
3215,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,10
3216,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,18
3217,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,21
3218,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,15
3219,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,20
3220,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,8
3221,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,18
3222,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,17
3223,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,21
3224,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,12
3225,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,8
3226,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,21
3227,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,12
3228,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,7
3229,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,20
3230,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,18
3231,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,10
3232,7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,11
3233,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,19
3234,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,18
3235,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,13
3236,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,20
3237,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,11
3238,7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,21
3239,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,0
3240,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,0
3241,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,1
3242,7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6,1
3243,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6,1
3244,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,1
3245,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,1
3246,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,0
3247,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,1
3248,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,0
3249,7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,0
3250,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,1
3251,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,1
3252,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,0
3253,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,1
3254,7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,1
3255,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,1
3256,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,0
3257,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,1
3258,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,1
3259,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,1
3260,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0
3261,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0
3262,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,1
3263,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0
3264,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,1
3265,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5,1
3266,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,0
3267,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,1
3268,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,0
3269,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,1
3270,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,0
3271,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,0
3272,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,0
3273,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6,1
3274,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6,1
3275,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1
3276,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,0
3277,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,0
3278,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,1
3279,7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,1
3280,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,1
3281,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5,1
3282,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6,1
3283,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,1
3284,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,0
3285,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,1
3286,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,1
3287,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7,1
3288,7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6,0
3289,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,0
3290,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,1
3291,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4,1
3292,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,1
3293,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,1
3294,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,1
3295,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,1
3296,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8,1
3297,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,1
3298,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,1
3299,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,1
3300,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7,0
3301,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6,1
3302,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5,1
3303,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,0
3304,7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,1
3305,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5,1
3306,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,1
3307,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6,0
3308,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,1
3309,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,1
3310,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4,1
3311,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,1
3312,7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,1
3313,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,0
3314,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,1
3315,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6,0
3316,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,1
3317,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,0
3318,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,0
3319,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,0
3320,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,1
3321,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,0
3322,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,1
3323,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,4,1
3324,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5,1
3325,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,1
3326,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6,1
3327,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,1
3328,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,1
3329,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,0
3330,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,0
3331,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,0
3332,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,1
3333,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,0
3334,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,1
3335,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,1
3336,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,0
3337,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,1
3338,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,1
3339,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,1
3340,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,0
3341,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,0
3342,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6,1
3343,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5,0
3344,7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,6,1
3345,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6,1
3346,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,1
3347,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,1
3348,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6,1
3349,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,1
3350,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,0
3351,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6,0
3352,7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5,0
3353,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,0
3354,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,0
3355,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7,1
3356,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,1
3357,7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,0
3358,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,0
3359,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,1
3360,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,1
3361,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,0
3362,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7,0
3363,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,0
3364,7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,0
3365,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,1
3366,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8,0
3367,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,5,0
3368,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,1
3369,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,1
3370,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7,0
3371,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,1
3372,7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6,0
3373,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5,0
3374,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6,1
3375,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5,1
3376,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6,0
3377,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7,1
3378,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7,0
3379,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5,0
3380,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,1
3381,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,1
3382,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,1
3383,7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8,0
3384,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6,1
3385,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,0
3386,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,0
3387,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,1
3388,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,0
3389,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,1
3390,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,1
